crop,model,percent,year,rmse
soybean,random_forest,10,2013,0.28138733602020877
soybean,random_forest,10,2014,0.2443086554179693
soybean,random_forest,10,2015,0.42792498013119823
soybean,random_forest,10,2016,0.2599891477955952
soybean,lightgbm,10,2002,0.26638384253161296
soybean,lightgbm,10,2003,0.4036225542562168
soybean,lightgbm,10,2004,0.41916277532809926
soybean,lightgbm,10,2006,0.2596214997038814
soybean,lightgbm,10,2007,0.3631444880131241
soybean,lightgbm,10,2008,0.3008589183393685
soybean,lightgbm,10,2010,0.26905920376682463
soybean,lightgbm,10,2011,0.2765829693848198
soybean,lightgbm,10,2012,0.2752036953672274
soybean,lightgbm,10,2013,0.28287800990924566
soybean,lightgbm,10,2014,0.2514083870051605
soybean,lightgbm,10,2015,0.4338481749848637
soybean,lightgbm,10,2016,0.26183640287506993
soybean,gru,10,2002,0.2811295984039705
soybean,gru,10,2003,0.4496456131677646
soybean,gru,10,2004,0.3517345294251504
soybean,gru,10,2006,0.33008542907212685
soybean,gru,10,2007,0.3563349030971756
soybean,gru,10,2008,0.32931378192937916
soybean,gru,10,2010,0.27449886535788
soybean,gru,10,2011,0.30245750594988663
soybean,gru,10,2012,0.2749951153412875
soybean,gru,10,2013,0.3294406530342292
soybean,gru,10,2014,0.2858337536125935
soybean,gru,10,2015,0.46341935711513904
soybean,gru,10,2016,0.4514541024030095
soybean,transformer,10,2002,0.2687125222103719
soybean,transformer,10,2003,0.4353014466781293
soybean,transformer,10,2004,0.4058232753659406
soybean,transformer,10,2006,0.32755407843732287
soybean,transformer,10,2007,0.404524664819931
soybean,transformer,10,2008,0.33455260770745204
soybean,transformer,10,2010,0.30907764506937035
soybean,transformer,10,2011,0.31502486019868325
soybean,transformer,10,2012,0.31985378205245396
soybean,transformer,10,2013,0.339362703845993
soybean,transformer,10,2014,0.3080398316564856
soybean,transformer,10,2015,0.4562375099670788
soybean,transformer,10,2016,0.35346876418991136
soybean,cnn_rnn,10,2002,0.30710321007541963
soybean,cnn_rnn,10,2003,0.4507706423962256
soybean,cnn_rnn,10,2004,0.3563535666794437
soybean,cnn_rnn,10,2006,0.28452264539885835
soybean,cnn_rnn,10,2007,0.3798027278108639
soybean,cnn_rnn,10,2008,0.324228835562378
soybean,cnn_rnn,10,2010,0.2747530686212404
soybean,cnn_rnn,10,2011,0.2902170367894948
soybean,cnn_rnn,10,2012,0.301131945063608
soybean,cnn_rnn,10,2013,0.3206408097430202
soybean,cnn_rnn,10,2014,0.26020732634968896
soybean,cnn_rnn,10,2015,0.4445524607318741
soybean,cnn_rnn,10,2016,0.3960263164120439
soybean,world,10,2002,0.2813213006607415
soybean,world,10,2003,0.3929610350193848
soybean,world,10,2004,0.4045943410921257
soybean,world,10,2006,0.20870767589657624
soybean,world,10,2007,0.28395031006432636
soybean,world,10,2008,0.25315729841492746
soybean,world,10,2010,0.28673179272926985
soybean,world,10,2011,0.22669158005260387
soybean,world,10,2012,0.25263952344656404
soybean,world,10,2013,0.27206944810360295
soybean,world,10,2014,0.24813485269214455
soybean,world,10,2015,0.43907284166815297
soybean,world,10,2016,0.28446996883099385
soybean,history,30,2002,0.2980213550558285
soybean,history,30,2003,0.45424452390814923
soybean,history,30,2004,0.3949931254896693
soybean,history,30,2006,0.22223837670058932
soybean,history,30,2007,0.30173258470857445
soybean,history,30,2008,0.27803757522418315
soybean,history,30,2010,0.2933384675631937
soybean,history,30,2011,0.2239147548991987
soybean,history,30,2012,0.27494028227552275
soybean,history,30,2013,0.2737925110017936
soybean,history,30,2014,0.26699328099833114
soybean,history,30,2015,0.43983111393904745
soybean,history,30,2016,0.3037615620583024
soybean,ridge,30,2002,0.25540318372195964
soybean,ridge,30,2003,0.5597852011887341
soybean,ridge,30,2004,0.4921813287415142
soybean,ridge,30,2006,0.28123159373876655
soybean,ridge,30,2007,0.38986937039649694
soybean,ridge,30,2008,0.3325636412005714
soybean,ridge,30,2010,0.2669872106035356
soybean,ridge,30,2011,0.2622198121116812
soybean,ridge,30,2012,0.2751218917357629
soybean,ridge,30,2013,0.33920902164179195
soybean,ridge,30,2014,0.27423696193439895
soybean,ridge,30,2015,0.46007438910727866
soybean,ridge,30,2016,0.4187983235266668
soybean,random_forest,30,2002,0.2761880079539404
soybean,random_forest,30,2003,0.39388801594482087
soybean,random_forest,30,2004,0.4248092162397308
soybean,random_forest,30,2006,0.21436818506430172
soybean,random_forest,30,2007,0.37016242477376693
soybean,random_forest,30,2008,0.3069410490633397
soybean,random_forest,30,2010,0.2820046470359132
soybean,random_forest,30,2011,0.2688864331283142
soybean,random_forest,30,2012,0.29885867317713677
soybean,random_forest,30,2013,0.27993602485195257
soybean,random_forest,30,2014,0.2595940017278371
soybean,random_forest,30,2015,0.43048031831426253
soybean,random_forest,30,2016,0.26987657664379766
soybean,lightgbm,30,2002,0.2719059345118858
soybean,lightgbm,30,2003,0.40454605729886556
soybean,lightgbm,30,2004,0.4293110217966138
soybean,lightgbm,30,2006,0.260423046489528
soybean,lightgbm,30,2007,0.3638590730018479
soybean,lightgbm,30,2008,0.30055299722580286
soybean,lightgbm,30,2010,0.26976822235057357
soybean,lightgbm,30,2011,0.26288140031242574
soybean,lightgbm,30,2012,0.27665150203481825
soybean,lightgbm,30,2013,0.28680203428711687
soybean,lightgbm,30,2014,0.25761866857137583
soybean,lightgbm,30,2015,0.434407788242006
soybean,lightgbm,30,2016,0.27507117566316713
soybean,gru,30,2002,0.27912121640633797
soybean,gru,30,2003,0.4438975037596183
soybean,gru,30,2004,0.3470774096281618
soybean,gru,30,2006,0.3212563381442313
soybean,gru,30,2007,0.3537520733620304
soybean,gru,30,2008,0.329993426770162
soybean,gru,30,2010,0.27247610193672334
soybean,gru,30,2011,0.29414492718719326
soybean,gru,30,2012,0.2762391389083155
soybean,gru,30,2013,0.32996512932912675
soybean,gru,30,2014,0.2854763224263548
soybean,gru,30,2015,0.4609330879356712
soybean,gru,30,2016,0.4536705249101419
soybean,transformer,30,2002,0.27466103047545076
soybean,transformer,30,2003,0.4729844222113598
soybean,transformer,30,2004,0.4672054806283073
soybean,transformer,30,2006,0.3352384846087096
soybean,transformer,30,2007,0.3904900096864303
soybean,transformer,30,2008,0.3090132426437011
soybean,transformer,30,2010,0.28576280919644587
soybean,transformer,30,2011,0.3258433258459991
soybean,transformer,30,2012,0.30178446765333916
soybean,transformer,30,2013,0.334473454687311
soybean,transformer,30,2014,0.30306497975774027
soybean,transformer,30,2015,0.4554569543526099
soybean,transformer,30,2016,0.35142705873387853
soybean,cnn_rnn,30,2002,0.2557796899271816
soybean,cnn_rnn,30,2003,0.42093226472394113
soybean,cnn_rnn,30,2004,0.3842765947016773
soybean,cnn_rnn,30,2006,0.29906299065354863
soybean,cnn_rnn,30,2007,0.38659666744224314
soybean,cnn_rnn,30,2008,0.3200720183779698
soybean,cnn_rnn,30,2010,0.2698674590125488
soybean,cnn_rnn,30,2011,0.2901128665213651
soybean,cnn_rnn,30,2012,0.291036824429885
soybean,cnn_rnn,30,2013,0.32892335928861066
soybean,cnn_rnn,30,2014,0.27847797372630656
soybean,cnn_rnn,30,2015,0.44906590117492895
soybean,cnn_rnn,30,2016,0.4192400260123693
soybean,world,30,2002,0.282346670288658
soybean,world,30,2003,0.39710797800703845
soybean,world,30,2004,0.410464544057981
soybean,world,30,2006,0.21123648592634414
soybean,world,30,2007,0.28490899979719686
soybean,world,30,2008,0.25546807181757053
soybean,world,30,2010,0.2908047262194784
soybean,world,30,2011,0.2299885265944232
soybean,world,30,2012,0.25555721167195666
soybean,world,30,2013,0.2775952449182368
soybean,world,30,2014,0.2535296008714878
soybean,world,30,2015,0.4404518051623582
soybean,world,30,2016,0.2876717007776336
soybean,history,50,2002,0.2980213550558285
soybean,history,50,2003,0.45424452390814923
soybean,history,50,2004,0.3949931254896693
soybean,history,50,2006,0.22223837670058932
soybean,history,50,2007,0.30173258470857445
soybean,history,50,2008,0.27803757522418315
soybean,history,50,2010,0.2933384675631937
soybean,history,50,2011,0.2239147548991987
soybean,history,50,2012,0.27494028227552275
soybean,history,50,2013,0.2737925110017936
soybean,history,50,2014,0.26699328099833114
soybean,history,50,2015,0.43983111393904745
soybean,history,50,2016,0.3037615620583024
soybean,ridge,50,2002,0.25942833056319375
soybean,ridge,50,2003,0.6019896341318018
soybean,ridge,50,2004,0.47773102291375125
soybean,ridge,50,2006,0.2800378192083444
soybean,ridge,50,2007,0.390268263317828
soybean,ridge,50,2008,0.3266663860964082
soybean,ridge,50,2010,0.2600315082189031
soybean,ridge,50,2011,0.25981656209902376
soybean,ridge,50,2012,0.28651769442664954
soybean,ridge,50,2013,0.3314132260640131
soybean,ridge,50,2014,0.29140967949597707
soybean,ridge,50,2015,0.4629417469388334
soybean,ridge,50,2016,0.3867582329631588
soybean,random_forest,50,2002,0.289937701522216
soybean,random_forest,50,2003,0.41011402392535706
soybean,random_forest,50,2004,0.45368855210248393
soybean,random_forest,50,2006,0.21613800009268286
soybean,random_forest,50,2007,0.38972386463674275
soybean,random_forest,50,2008,0.3067267070315166
soybean,random_forest,50,2010,0.27824395020424114
soybean,random_forest,50,2011,0.2651646942423893
soybean,random_forest,50,2012,0.30908819770309903
soybean,random_forest,50,2013,0.2858331012618429
soybean,random_forest,50,2014,0.2703199639736815
soybean,random_forest,50,2015,0.4355706664709409
soybean,random_forest,50,2016,0.28245357411571453
soybean,lightgbm,50,2002,0.2745384859274449
soybean,lightgbm,50,2003,0.40964080353835125
soybean,lightgbm,50,2004,0.44462047859087317
soybean,lightgbm,50,2006,0.2727873821303045
soybean,lightgbm,50,2007,0.3692648451237945
soybean,lightgbm,50,2008,0.3044444593385837
soybean,lightgbm,50,2010,0.26853403866059083
soybean,lightgbm,50,2011,0.26234727857337736
soybean,lightgbm,50,2012,0.290181233679462
soybean,lightgbm,50,2013,0.29060022650027867
soybean,lightgbm,50,2014,0.27021568750148783
soybean,lightgbm,50,2015,0.439837791423202
soybean,lightgbm,50,2016,0.2809011446632174
soybean,gru,50,2002,0.2795118993810842
soybean,gru,50,2003,0.4290013340830797
soybean,gru,50,2004,0.44637258710594974
soybean,gru,50,2006,0.33563204911531747
soybean,gru,50,2007,0.3920282672776149
soybean,gru,50,2008,0.3389899521494334
soybean,gru,50,2010,0.27497169029633195
soybean,gru,50,2011,0.27377432426602194
soybean,gru,50,2012,0.299610351112095
soybean,gru,50,2013,0.3325003213310572
soybean,gru,50,2014,0.30425765318360887
soybean,gru,50,2015,0.45724589352132866
soybean,gru,50,2016,0.4309883499534501
soybean,transformer,50,2002,0.27524911172276717
soybean,transformer,50,2003,0.43176673835393914
soybean,transformer,50,2004,0.43253707479108555
soybean,transformer,50,2006,0.3435787902221916
soybean,transformer,50,2007,0.4270119774879997
soybean,transformer,50,2008,0.35552964087132743
soybean,transformer,50,2010,0.306395960656421
soybean,transformer,50,2011,0.3501083255621549
soybean,transformer,50,2012,0.3118099663377485
soybean,transformer,50,2013,0.34503837922239095
soybean,transformer,50,2014,0.3179263770155473
soybean,transformer,50,2015,0.460308039239364
soybean,transformer,50,2016,0.33918148076164867
soybean,cnn_rnn,50,2002,0.3156140318330284
soybean,cnn_rnn,50,2003,0.426537711743434
soybean,cnn_rnn,50,2004,0.4015925295419354
soybean,cnn_rnn,50,2006,0.2983075628489058
soybean,cnn_rnn,50,2007,0.42325881048787384
soybean,cnn_rnn,50,2008,0.3413302380833224
soybean,cnn_rnn,50,2010,0.27553463787249177
soybean,cnn_rnn,50,2011,0.29047845529925614
soybean,cnn_rnn,50,2012,0.3017667429619986
soybean,cnn_rnn,50,2013,0.3341536839030685
soybean,cnn_rnn,50,2014,0.28931609273091075
soybean,cnn_rnn,50,2015,0.4571089440280406
soybean,cnn_rnn,50,2016,0.4455368681242528
soybean,world,50,2002,0.2884368886140161
soybean,world,50,2003,0.3981940579693224
soybean,world,50,2004,0.4223050985947534
soybean,world,50,2006,0.21373447737196793
soybean,world,50,2007,0.28709637576066954
soybean,world,50,2008,0.2593183434078443
soybean,world,50,2010,0.29347705018522713
soybean,world,50,2011,0.23183766123681757
soybean,world,50,2012,0.2600937641843988
soybean,world,50,2013,0.28006553560807385
soybean,world,50,2014,0.2591226829630229
soybean,world,50,2015,0.4424171323553929
soybean,world,50,2016,0.2919677257937252
wheat,history,10,2002,0.8855595242320934
wheat,history,10,2003,1.1377799957181465
wheat,history,10,2004,0.8240185452544508
wheat,history,10,2006,0.6972202186766334
wheat,history,10,2007,0.6408570589766235
wheat,history,10,2008,0.7313750010050061
wheat,history,10,2010,0.8505191582368461
wheat,history,10,2011,0.5204381639040992
wheat,history,10,2012,0.5426671187391325
wheat,history,10,2013,0.5919319727567786
wheat,history,10,2014,0.5950900661882768
wheat,history,10,2015,1.3646772681318249
wheat,history,10,2016,0.755266646833081
wheat,ridge,10,2002,0.8000023561678435
wheat,ridge,10,2003,1.414600237181933
wheat,ridge,10,2004,0.8822365545246506
wheat,ridge,10,2006,0.8586151924287212
wheat,ridge,10,2007,0.7946148375333492
wheat,ridge,10,2008,0.7851123397195507
wheat,ridge,10,2010,0.8643320079875648
wheat,ridge,10,2011,0.5544682942388868
wheat,ridge,10,2012,0.605875519265349
wheat,ridge,10,2013,0.6420274229158893
wheat,ridge,10,2014,0.6235183531016456
wheat,ridge,10,2015,1.2805198404123483
wheat,ridge,10,2016,0.8641339127878443
wheat,random_forest,10,2002,0.7652050824880134
wheat,random_forest,10,2003,1.4180869469479704
wheat,random_forest,10,2004,0.8441250068757358
wheat,random_forest,10,2006,0.7422626343440443
wheat,random_forest,10,2007,0.7046060068680282
wheat,random_forest,10,2008,0.6651683753132221
wheat,random_forest,10,2010,0.833232025477364
wheat,random_forest,10,2011,0.5539873729574267
wheat,random_forest,10,2012,0.5811304068477194
wheat,random_forest,10,2013,0.6201060696990527
wheat,random_forest,10,2014,0.6719767623596026
wheat,random_forest,10,2015,1.2190707515571138
wheat,random_forest,10,2016,0.8819704299821964
wheat,lightgbm,10,2002,0.7487987451417853
wheat,lightgbm,10,2003,1.327270454066921
wheat,lightgbm,10,2004,0.8007636232271651
wheat,lightgbm,10,2006,0.7518027702369958
wheat,lightgbm,10,2007,0.6763946876210215
wheat,lightgbm,10,2008,0.6626427861030193
wheat,lightgbm,10,2010,0.8307816831556865
wheat,lightgbm,10,2011,0.5537998166274593
wheat,lightgbm,10,2012,0.5934526830325852
wheat,lightgbm,10,2013,0.641013175907934
wheat,lightgbm,10,2014,0.6791054228181617
wheat,lightgbm,10,2015,1.1947774915167781
wheat,lightgbm,10,2016,0.854424520591017
wheat,gru,10,2002,0.7950522786487627
wheat,gru,10,2003,1.4329401240987818
wheat,gru,10,2004,0.8452487908966491
wheat,gru,10,2006,0.7547589517634335
wheat,gru,10,2007,0.8101143177221626
wheat,gru,10,2008,0.7405623422192255
wheat,gru,10,2010,0.8238335295006448
wheat,gru,10,2011,0.5864681027584625
wheat,gru,10,2012,0.5913051084946658
wheat,gru,10,2013,0.6269346601012896
wheat,gru,10,2014,0.6970164678545442
wheat,gru,10,2015,1.3358118195041329
wheat,gru,10,2016,0.746510367830081
wheat,transformer,10,2002,0.755424170510233
wheat,transformer,10,2003,1.3819278898409677
wheat,transformer,10,2004,0.8992912219889041
wheat,transformer,10,2006,0.8722353299673572
wheat,transformer,10,2007,0.7244224056453537
wheat,transformer,10,2008,0.8327400120010611
wheat,transformer,10,2010,0.7837711611803012
wheat,transformer,10,2011,0.5696996196851062
wheat,transformer,10,2012,0.6175857954974039
wheat,transformer,10,2013,0.6591860760388835
wheat,transformer,10,2014,0.7138297628906979
wheat,transformer,10,2015,1.3583985712620494
wheat,transformer,10,2016,0.7687835988510479
wheat,cnn_rnn,10,2002,0.7346437603753757
wheat,cnn_rnn,10,2003,1.4138340190142333
wheat,cnn_rnn,10,2004,0.9383732850659718
wheat,cnn_rnn,10,2006,0.7463907005600314
wheat,cnn_rnn,10,2007,0.8527494927437911
wheat,cnn_rnn,10,2008,0.7132218335331626
wheat,cnn_rnn,10,2010,0.860138681659358
wheat,cnn_rnn,10,2011,0.5720226099639312
wheat,cnn_rnn,10,2012,0.6031433393131815
wheat,cnn_rnn,10,2013,0.6083250797730807
wheat,cnn_rnn,10,2014,0.6920756089578787
wheat,cnn_rnn,10,2015,1.2829802723472046
wheat,cnn_rnn,10,2016,0.7915683490185741
wheat,world,10,2002,0.7351433293519726
wheat,world,10,2003,1.2202783522001057
wheat,world,10,2004,0.8031027513209003
wheat,world,10,2006,0.6993189601355345
wheat,world,10,2007,0.6494854184685546
wheat,world,10,2008,0.6504556071664311
wheat,world,10,2010,0.8220880058447424
wheat,world,10,2011,0.505236909696141
wheat,world,10,2012,0.5364836917037372
wheat,world,10,2013,0.5850303238394909
wheat,world,10,2014,0.5872808508841499
wheat,world,10,2015,1.3738273693539325
wheat,world,10,2016,0.7674382923706705
wheat,history,30,2002,0.8855595242320934
wheat,history,30,2003,1.1377799957181465
wheat,history,30,2004,0.8240185452544508
wheat,history,30,2006,0.6972202186766334
wheat,history,30,2007,0.6408570589766235
wheat,history,30,2008,0.7313750010050061
wheat,history,30,2010,0.8505191582368461
wheat,history,30,2011,0.5204381639040992
wheat,history,30,2012,0.5426671187391325
wheat,history,30,2013,0.5919319727567786
wheat,history,30,2014,0.5950900661882768
wheat,history,30,2015,1.3646772681318249
wheat,history,30,2016,0.755266646833081
wheat,ridge,30,2002,0.8141143356185515
wheat,ridge,30,2003,1.3568734002298273
wheat,ridge,30,2004,0.8623678065723113
wheat,ridge,30,2006,0.8660882734988451
wheat,ridge,30,2007,0.8067736903089281
wheat,ridge,30,2008,0.7844815711675209
wheat,ridge,30,2010,0.8603161148727568
wheat,ridge,30,2011,0.5458929493280129
wheat,ridge,30,2012,0.6210815595713197
wheat,ridge,30,2013,0.6907083958556108
wheat,ridge,30,2014,0.6637956725519454
wheat,ridge,30,2015,1.3118600695851668
wheat,ridge,30,2016,0.949757113497898
wheat,random_forest,30,2002,0.7850471978369956
wheat,random_forest,30,2003,1.3868384595270902
wheat,random_forest,30,2004,0.8358235922930836
wheat,random_forest,30,2006,0.7477323779267896
wheat,random_forest,30,2007,0.7041198161518577
wheat,random_forest,30,2008,0.6479541752534993
wheat,random_forest,30,2010,0.8303544299091338
wheat,random_forest,30,2011,0.5528254910516448
wheat,random_forest,30,2012,0.5875944578489342
wheat,random_forest,30,2013,0.6352324284842458
wheat,random_forest,30,2014,0.6793160360274836
wheat,random_forest,30,2015,1.2156943415753556
wheat,random_forest,30,2016,0.8786507170010719
wheat,lightgbm,30,2002,0.7652043717981251
wheat,lightgbm,30,2003,1.2598771880809465
wheat,lightgbm,30,2004,0.7853815872328203
wheat,lightgbm,30,2006,0.7255670708277333
wheat,lightgbm,30,2007,0.674130492292661
wheat,lightgbm,30,2008,0.662412584319278
wheat,lightgbm,30,2010,0.808755818066429
wheat,lightgbm,30,2011,0.5442888513105953
wheat,lightgbm,30,2012,0.5985655930956831
wheat,lightgbm,30,2013,0.65224560610003
wheat,lightgbm,30,2014,0.6891292113622598
wheat,lightgbm,30,2015,1.1928093704619989
wheat,lightgbm,30,2016,0.8594547877087372
wheat,gru,30,2002,0.7960904669403095
wheat,gru,30,2003,1.4595268306768725
wheat,gru,30,2004,0.8750133396249179
wheat,gru,30,2006,0.7738359229769645
wheat,gru,30,2007,0.8599894795531167
wheat,gru,30,2008,0.7861224787061164
wheat,gru,30,2010,0.7889736005251916
wheat,gru,30,2011,0.5961100758924369
wheat,gru,30,2012,0.6445387042242716
wheat,gru,30,2013,0.692857764402641
wheat,gru,30,2014,0.7246286097476382
wheat,gru,30,2015,1.3320988801102631
wheat,gru,30,2016,0.7955345834849601
wheat,transformer,30,2002,0.7684038586491082
wheat,transformer,30,2003,1.5639786858942872
wheat,transformer,30,2004,1.3463744170533738
wheat,transformer,30,2006,0.7759180773466261
wheat,transformer,30,2007,0.8319843694431659
wheat,transformer,30,2008,0.8637919952042442
wheat,transformer,30,2010,0.7770498148403762
wheat,transformer,30,2011,0.595082879152699
wheat,transformer,30,2012,0.6387836796566212
wheat,transformer,30,2013,0.6322558510485898
wheat,transformer,30,2014,0.6334068385661505
wheat,transformer,30,2015,1.3563199234466525
wheat,transformer,30,2016,0.7906062597060861
wheat,cnn_rnn,30,2002,0.7526416521396543
wheat,cnn_rnn,30,2003,1.4548122580811544
wheat,cnn_rnn,30,2004,0.9999157653508136
wheat,cnn_rnn,30,2006,0.8428998556124069
wheat,cnn_rnn,30,2007,0.878680950164227
wheat,cnn_rnn,30,2008,0.7833719014949636
wheat,cnn_rnn,30,2010,0.8495469054781777
wheat,cnn_rnn,30,2011,0.552526542678813
wheat,cnn_rnn,30,2012,0.5980824287954504
wheat,cnn_rnn,30,2013,0.6144407072246005
wheat,cnn_rnn,30,2014,0.7011580342374827
wheat,cnn_rnn,30,2015,1.2951310506332823
wheat,cnn_rnn,30,2016,0.8132105381414644
wheat,world,30,2002,0.7320943436876202
wheat,world,30,2003,1.2220328448594586
wheat,world,30,2004,0.8027401767315936
wheat,world,30,2006,0.7028423191480226
wheat,world,30,2007,0.6533745919074531
wheat,world,30,2008,0.6536104447747231
wheat,world,30,2010,0.8265781374553544
wheat,world,30,2011,0.5060509927819625
wheat,world,30,2012,0.5366591101615608
wheat,world,30,2013,0.5886646884454866
wheat,world,30,2014,0.5881304551083096
wheat,world,30,2015,1.3756836668602832
wheat,world,30,2016,0.7697970125539729
wheat,history,50,2002,0.8855595242320934
wheat,history,50,2003,1.1377799957181465
wheat,history,50,2004,0.8240185452544508
wheat,history,50,2006,0.6972202186766334
wheat,history,50,2007,0.6408570589766235
wheat,history,50,2008,0.7313750010050061
wheat,history,50,2010,0.8505191582368461
wheat,history,50,2011,0.5204381639040992
wheat,history,50,2012,0.5426671187391325
wheat,history,50,2013,0.5919319727567786
wheat,history,50,2014,0.5950900661882768
wheat,history,50,2015,1.3646772681318249
wheat,history,50,2016,0.755266646833081
wheat,ridge,50,2002,0.8198361375291566
wheat,ridge,50,2003,1.4541154265645058
wheat,ridge,50,2004,0.8691690530472617
wheat,ridge,50,2006,0.8628613912013898
wheat,ridge,50,2007,0.8482991029540241
wheat,ridge,50,2008,0.7981026764887454
wheat,ridge,50,2010,0.8798921662379409
wheat,ridge,50,2011,0.568486011817646
wheat,ridge,50,2012,0.6195281587976954
wheat,ridge,50,2013,0.724311054091919
wheat,ridge,50,2014,0.6840500070816934
wheat,ridge,50,2015,1.2772722640543195
wheat,ridge,50,2016,0.8991887658221197
wheat,random_forest,50,2002,0.8377191276035831
wheat,random_forest,50,2003,1.3016227406438552
wheat,random_forest,50,2004,0.8241818133650328
wheat,random_forest,50,2006,0.7434727421954278
wheat,random_forest,50,2007,0.7072034845474074
wheat,random_forest,50,2008,0.6646051295153548
wheat,random_forest,50,2010,0.8474176618699026
wheat,random_forest,50,2011,0.5509492297045452
wheat,random_forest,50,2012,0.5853728452970381
wheat,random_forest,50,2013,0.6409613928475171
wheat,random_forest,50,2014,0.6892327588027705
wheat,random_forest,50,2015,1.2238630880432533
wheat,random_forest,50,2016,0.8428016989647025
wheat,lightgbm,50,2002,0.791915997684383
wheat,lightgbm,50,2003,1.2944743697193062
wheat,lightgbm,50,2004,0.8250254909153183
wheat,lightgbm,50,2006,0.7145358302657191
wheat,lightgbm,50,2007,0.6733930563390598
wheat,lightgbm,50,2008,0.6628167715724718
wheat,lightgbm,50,2010,0.7659734091405893
wheat,lightgbm,50,2011,0.5203145702644784
wheat,lightgbm,50,2012,0.5615244358063711
wheat,lightgbm,50,2013,0.6137928758345751
wheat,lightgbm,50,2014,0.6302262409808912
wheat,lightgbm,50,2015,1.2704947587940254
wheat,lightgbm,50,2016,0.7635978031336327
wheat,gru,50,2002,0.8209721732017825
wheat,gru,50,2003,1.4972567070884395
wheat,gru,50,2004,0.9831011324592428
wheat,gru,50,2006,0.7213356181934492
wheat,gru,50,2007,0.8246156385446051
wheat,gru,50,2008,0.7038575406912146
wheat,gru,50,2010,0.7813995511932442
wheat,gru,50,2011,0.579075746760257
wheat,gru,50,2012,0.6313270628979539
wheat,gru,50,2013,0.6660847177504198
wheat,gru,50,2014,0.6923182938443772
wheat,gru,50,2015,1.3277350625568325
wheat,gru,50,2016,0.8026813129368464
wheat,transformer,50,2002,0.7653325407717356
wheat,transformer,50,2003,1.550726493661705
wheat,transformer,50,2004,1.1135925327474876
wheat,transformer,50,2006,0.8663450632736813
wheat,transformer,50,2007,0.8885759817604367
wheat,transformer,50,2008,0.8719276318979575
wheat,transformer,50,2010,0.8133423156827952
wheat,transformer,50,2011,0.6006411451470326
wheat,transformer,50,2012,0.6100664870601812
wheat,transformer,50,2013,0.6685811638946255
wheat,transformer,50,2014,0.6554083123588686
wheat,transformer,50,2015,1.347757676297778
wheat,transformer,50,2016,0.8138090320528925
wheat,cnn_rnn,50,2002,0.767367603021196
wheat,cnn_rnn,50,2003,1.5398559735235962
wheat,cnn_rnn,50,2004,1.0676170773917968
wheat,cnn_rnn,50,2006,0.7901753112261293
wheat,cnn_rnn,50,2007,0.8867976894118522
wheat,cnn_rnn,50,2008,0.7341901402960767
wheat,cnn_rnn,50,2010,0.7946564885955648
wheat,cnn_rnn,50,2011,0.5767730135708183
wheat,cnn_rnn,50,2012,0.6220735176301735
wheat,cnn_rnn,50,2013,0.6837422368083212
wheat,cnn_rnn,50,2014,0.7261027259414924
wheat,cnn_rnn,50,2015,1.2542048076756909
wheat,cnn_rnn,50,2016,0.9525730614832024
wheat,world,50,2002,0.7395592210546954
wheat,world,50,2003,1.2351175143325077
wheat,world,50,2004,0.8191797416864516
wheat,world,50,2006,0.7090685999735767
wheat,world,50,2007,0.6574271022780638
wheat,world,50,2008,0.661156955667478
wheat,world,50,2010,0.8324986285191082
wheat,world,50,2011,0.5127139390459516
wheat,world,50,2012,0.5384375702145533
wheat,world,50,2013,0.5939007330209432
wheat,world,50,2014,0.5890580063477099
wheat,world,50,2015,1.3760084703966513
wheat,world,50,2016,0.7722124525357836
