crop,model,percent,year,rmse
maize,lightgbm,30,2012,1.0863519411585951
maize,lightgbm,30,2013,0.8119789958425901
maize,lightgbm,30,2014,0.7288120717377331
maize,lightgbm,30,2015,1.5508107602631893
maize,lightgbm,30,2016,0.6747579708312731
maize,gru,30,2002,0.6522444014556388
maize,gru,30,2003,1.4761551937254376
maize,gru,30,2004,0.7414373632271549
maize,gru,30,2006,0.6910568638747542
maize,gru,30,2007,0.7576837250536276
maize,gru,30,2008,0.7242032037713517
maize,gru,30,2010,0.7088077883726006
maize,gru,30,2011,0.8070214471119851
maize,gru,30,2012,1.0149198485755988
maize,gru,30,2013,0.8233252549133193
maize,gru,30,2014,0.7263956767151931
maize,gru,30,2015,1.5091752580712086
maize,gru,30,2016,0.7300054675104681
maize,transformer,30,2002,0.6790207583074369
maize,transformer,30,2003,1.5164998924889423
maize,transformer,30,2004,0.7424654043237735
maize,transformer,30,2006,0.7078500126516362
maize,transformer,30,2007,0.8033581530138174
maize,transformer,30,2008,0.7864886152089349
maize,transformer,30,2010,0.7235466177230598
maize,transformer,30,2011,0.8537718699693282
maize,transformer,30,2012,1.0506514621664023
maize,transformer,30,2013,0.8322299420617081
maize,transformer,30,2014,0.7719151229627897
maize,transformer,30,2015,1.4603086698098464
maize,transformer,30,2016,0.7577710073470473
maize,cnn_rnn,30,2002,0.6570872696989656
maize,cnn_rnn,30,2003,1.458914251327221
maize,cnn_rnn,30,2004,0.7116074962591671
maize,cnn_rnn,30,2006,0.7222796819115008
maize,cnn_rnn,30,2007,0.744301898424671
maize,cnn_rnn,30,2008,0.7885313466953637
maize,cnn_rnn,30,2010,0.7091539035812622
maize,cnn_rnn,30,2011,0.7829607743866377
maize,cnn_rnn,30,2012,0.9831273205856005
maize,cnn_rnn,30,2013,0.8392151759615512
maize,cnn_rnn,30,2014,0.6936479591170086
maize,cnn_rnn,30,2015,1.4920095337946186
maize,cnn_rnn,30,2016,0.7637813775854551
maize,world,30,2002,0.6363449013069921
maize,world,30,2003,1.0812716788227306
maize,world,30,2004,0.8067351387157927
maize,world,30,2006,0.636725627832251
maize,world,30,2007,0.7301046738032252
maize,world,30,2008,0.7053024199458678
maize,world,30,2010,0.7255309823899272
maize,world,30,2011,0.7847833894814219
maize,world,30,2012,1.049557758799906
maize,world,30,2013,0.8197832508220273
maize,world,30,2014,0.7557143999202909
maize,world,30,2015,1.5336520380944934
maize,world,30,2016,0.6925383490648022
maize,history,50,2002,0.7095266075784907
maize,history,50,2003,1.179529651145773
maize,history,50,2004,0.8395243258379725
maize,history,50,2006,0.6525212365139417
maize,history,50,2007,0.754434817540883
maize,history,50,2008,0.7349058874647059
maize,history,50,2010,0.7691459837572167
maize,history,50,2011,0.8074875280584617
maize,history,50,2012,1.139504359056512
maize,history,50,2013,0.8080479336691562
maize,history,50,2014,0.7743647115837157
maize,history,50,2015,1.524710954219872
maize,history,50,2016,0.7234732290179333
maize,ridge,50,2002,0.6552733180096033
maize,ridge,50,2003,2.82642384015619
maize,ridge,50,2004,2.6187448828070945
maize,ridge,50,2006,0.6805912776082756
maize,ridge,50,2007,0.7819846008482113
maize,ridge,50,2008,0.8383121232218612
maize,ridge,50,2010,0.7712670981858855
maize,ridge,50,2011,0.783838962111173
maize,ridge,50,2012,1.0972636795466169
maize,ridge,50,2013,0.9719612150691506
maize,ridge,50,2014,0.8799872158231155
maize,ridge,50,2015,1.5508612100259374
maize,ridge,50,2016,0.9502037142614511
maize,random_forest,50,2002,0.652013381859314
maize,random_forest,50,2003,1.1489962940622789
maize,random_forest,50,2004,0.8365958619898344
maize,random_forest,50,2006,0.6281028678851919
maize,random_forest,50,2007,0.7197165050277767
maize,random_forest,50,2008,0.6812666183953968
maize,random_forest,50,2010,0.727508270740206
maize,random_forest,50,2011,0.8163617959355777
maize,random_forest,50,2012,1.1373166499395262
maize,random_forest,50,2013,0.8392014027769872
maize,random_forest,50,2014,0.8077326237068242
maize,random_forest,50,2015,1.5855440903433513
maize,random_forest,50,2016,0.7552602570100198
maize,lightgbm,50,2002,0.6203609122892539
maize,lightgbm,50,2003,1.1861661014468439
maize,lightgbm,50,2004,0.7958601006363158
maize,lightgbm,50,2006,0.6257284995966487
maize,lightgbm,50,2007,0.7264088531503927
maize,lightgbm,50,2008,0.7148793120368713
maize,lightgbm,50,2010,0.7026024962926236
maize,lightgbm,50,2011,0.8077383480785388
maize,lightgbm,50,2012,1.116703998128923
maize,lightgbm,50,2013,0.8259718160808036
maize,lightgbm,50,2014,0.7459549360206281
maize,lightgbm,50,2015,1.5692682526686594
maize,lightgbm,50,2016,0.6800963716259782
maize,gru,50,2002,0.6324348620128961
maize,gru,50,2003,1.4482184430233986
maize,gru,50,2004,0.7437424691683576
maize,gru,50,2006,0.7073009581254098
maize,gru,50,2007,0.7950876894095136
maize,gru,50,2008,0.7478516586347167
maize,gru,50,2010,0.7189906151652562
maize,gru,50,2011,0.812465922349837
maize,gru,50,2012,1.016844218826952
maize,gru,50,2013,0.8243364395795074
maize,gru,50,2014,0.7205536293904656
maize,gru,50,2015,1.4835712036666229
maize,gru,50,2016,0.7724787911602287
maize,transformer,50,2002,0.6629449136159284
maize,transformer,50,2003,1.5170132713675686
maize,transformer,50,2004,0.8065551524206863
maize,transformer,50,2006,0.6909125409791695
maize,transformer,50,2007,0.7561940052118911
maize,transformer,50,2008,0.7880886017087864
maize,transformer,50,2010,0.7733509245351697
maize,transformer,50,2011,0.8258804616895405
maize,transformer,50,2012,0.9940959857292647
maize,transformer,50,2013,0.8430666564622074
maize,transformer,50,2014,0.8050749441174393
maize,transformer,50,2015,1.5062336521607853
maize,transformer,50,2016,0.7488349625333953
maize,cnn_rnn,50,2002,0.6666921111565045
maize,cnn_rnn,50,2003,1.459272217151087
maize,cnn_rnn,50,2004,0.73316551001661
maize,cnn_rnn,50,2006,0.7287206868197027
maize,cnn_rnn,50,2007,0.7530486084324459
maize,cnn_rnn,50,2008,0.7401101122064322
maize,cnn_rnn,50,2010,0.7176901775183786
maize,cnn_rnn,50,2011,0.7630570474296479
maize,cnn_rnn,50,2012,0.9701704293597438
maize,cnn_rnn,50,2013,0.8494871310422647
maize,cnn_rnn,50,2014,0.7269991361626602
maize,cnn_rnn,50,2015,1.4899812616383994
maize,cnn_rnn,50,2016,0.8162754929944211
maize,world,50,2002,0.6409156569337444
maize,world,50,2003,1.0825825162284315
maize,world,50,2004,0.8118671010353082
maize,world,50,2006,0.6435787163194655
maize,world,50,2007,0.7313033581139221
maize,world,50,2008,0.7082996325874936
maize,world,50,2010,0.733647884003136
maize,world,50,2011,0.7827897609985235
maize,world,50,2012,1.045175365923189
maize,world,50,2013,0.8340441632232489
maize,world,50,2014,0.7615879753172998
maize,world,50,2015,1.5416318592371057
maize,world,50,2016,0.6989391995566304
rice,history,10,2002,0.5895838945663392
rice,history,10,2003,1.0805375409719866
rice,history,10,2004,0.7111247468801328
rice,history,10,2006,0.613625383507937
rice,history,10,2007,0.6050517622360017
rice,history,10,2008,0.7874843094512567
rice,history,10,2010,0.8564208570368455
rice,history,10,2011,0.700733830940695
rice,history,10,2012,0.7034453825050574
rice,history,10,2013,0.8332115104459823
rice,history,10,2014,0.9089126111833152
rice,history,10,2015,0.8743671367504605
rice,history,10,2016,0.7199403976598524
rice,ridge,10,2002,0.60842704388172
rice,ridge,10,2003,1.5176223445674466
rice,ridge,10,2004,1.265202102395895
rice,ridge,10,2006,0.6928130461415695
rice,ridge,10,2007,0.693709690307583
rice,ridge,10,2008,0.9306907665134008
rice,ridge,10,2010,0.8421971112939524
rice,ridge,10,2011,0.7916132604922381
rice,ridge,10,2012,0.7920127567655059
rice,ridge,10,2013,0.8866876563391453
rice,ridge,10,2014,0.9193690397781521
rice,ridge,10,2015,0.9828671620271657
rice,ridge,10,2016,0.8573119885596856
rice,random_forest,10,2002,0.5609260648781867
rice,random_forest,10,2003,1.0304470600439692
rice,random_forest,10,2004,0.7125019103682338
rice,random_forest,10,2006,0.5939044661596177
rice,random_forest,10,2007,0.6153497086824445
rice,random_forest,10,2008,0.7860111955382798
rice,random_forest,10,2010,0.8484823078711139
rice,random_forest,10,2011,0.7199640980025089
rice,random_forest,10,2012,0.7779377226996435
rice,random_forest,10,2013,0.8122342557522967
rice,random_forest,10,2014,0.8798927101330978
rice,random_forest,10,2015,0.9650713684820565
rice,random_forest,10,2016,0.7135129799075177
rice,lightgbm,10,2002,0.5725414824284843
rice,lightgbm,10,2003,1.0681127974475824
rice,lightgbm,10,2004,0.6839741321767439
rice,lightgbm,10,2006,0.6126327676047448
rice,lightgbm,10,2007,0.633784179723046
rice,lightgbm,10,2008,0.7986043267203065
rice,lightgbm,10,2010,0.8494854232821867
rice,lightgbm,10,2011,0.7029481736442543
rice,lightgbm,10,2012,0.7855123487867091
rice,lightgbm,10,2013,0.8375776831963975
rice,lightgbm,10,2014,0.8591347180240873
rice,lightgbm,10,2015,0.9808106514308302
rice,lightgbm,10,2016,0.7432250719108963
rice,gru,10,2002,0.5818962731618397
rice,gru,10,2003,1.3844760282673467
rice,gru,10,2004,0.8013930033858918
rice,gru,10,2006,0.6290182667535759
rice,gru,10,2007,0.654544063188517
rice,gru,10,2008,0.8578409683716658
rice,gru,10,2010,0.864954401346516
rice,gru,10,2011,0.6653697372328258
rice,gru,10,2012,0.6818728972756803
rice,gru,10,2013,0.8521226457652835
rice,gru,10,2014,0.824638982947451
rice,gru,10,2015,0.9385295264766675
rice,gru,10,2016,0.7781732496995533
rice,transformer,10,2002,0.5995749578585617
rice,transformer,10,2003,1.3861791092522975
rice,transformer,10,2004,0.7478427052495873
rice,transformer,10,2006,0.6492872835261833
rice,transformer,10,2007,0.6494623297344587
rice,transformer,10,2008,0.8331951944956042
rice,transformer,10,2010,0.9132897783757817
rice,transformer,10,2011,0.72153017340214
rice,transformer,10,2012,0.7633769970053829
rice,transformer,10,2013,0.8589506857086207
rice,transformer,10,2014,0.8792111922730872
rice,transformer,10,2015,0.9514583083175923
rice,transformer,10,2016,0.8020831976579333
rice,cnn_rnn,10,2002,0.5930059986106018
rice,cnn_rnn,10,2003,1.3998463723890486
rice,cnn_rnn,10,2004,0.7201300975669042
rice,cnn_rnn,10,2006,0.6161465571070844
rice,cnn_rnn,10,2007,0.6253631440708237
rice,cnn_rnn,10,2008,0.8288062762111608
rice,cnn_rnn,10,2010,0.8460796423680472
rice,cnn_rnn,10,2011,0.7114760863275787
rice,cnn_rnn,10,2012,0.7204996096141449
rice,cnn_rnn,10,2013,0.8711781889951093
rice,cnn_rnn,10,2014,0.839782837130487
rice,cnn_rnn,10,2015,0.9138846170899853
rice,cnn_rnn,10,2016,0.7776187812173916
rice,world,10,2002,0.5632796519640638
rice,world,10,2003,1.0312324461535278
rice,world,10,2004,0.6681352693242005
rice,world,10,2006,0.6227532223619351
rice,world,10,2007,0.6440700055935192
rice,world,10,2008,0.826574905095547
rice,world,10,2010,0.8450186868061257
rice,world,10,2011,0.6652629401801298
rice,world,10,2012,0.6715250312037898
rice,world,10,2013,0.8168375158610447
rice,world,10,2014,0.8425683560251243
rice,world,10,2015,0.9046029112741333
rice,world,10,2016,0.6899532778579661
rice,history,30,2002,0.5895838945663392
rice,history,30,2003,1.0805375409719866
rice,history,30,2004,0.7111247468801328
rice,history,30,2006,0.613625383507937
rice,history,30,2007,0.6050517622360017
rice,history,30,2008,0.7874843094512567
rice,history,30,2010,0.8564208570368455
rice,history,30,2011,0.700733830940695
rice,history,30,2012,0.7034453825050574
rice,history,30,2013,0.8332115104459823
rice,history,30,2014,0.9089126111833152
rice,history,30,2015,0.8743671367504605
rice,history,30,2016,0.7199403976598524
rice,ridge,30,2002,0.6209098281580467
rice,ridge,30,2003,1.4419215471955187
rice,ridge,30,2004,1.1502361337041227
rice,ridge,30,2006,0.6920763506535461
rice,ridge,30,2007,0.6906309638777588
rice,ridge,30,2008,0.9235518953481527
rice,ridge,30,2010,0.8519400525299853
rice,ridge,30,2011,0.7927559130661418
rice,ridge,30,2012,0.7962900785076323
rice,ridge,30,2013,0.8826010954253328
rice,ridge,30,2014,0.9123728798493429
rice,ridge,30,2015,0.9742092294056454
rice,ridge,30,2016,0.8593175565187944
rice,random_forest,30,2002,0.5698205799695433
rice,random_forest,30,2003,1.0350069817389684
rice,random_forest,30,2004,0.6844035674087258
rice,random_forest,30,2006,0.5924954363412868
rice,random_forest,30,2007,0.6106854126325013
rice,random_forest,30,2008,0.7840072060061866
rice,random_forest,30,2010,0.860875664586189
rice,random_forest,30,2011,0.7172831796854018
rice,random_forest,30,2012,0.785689454962274
rice,random_forest,30,2013,0.810549894493823
rice,random_forest,30,2014,0.869776542422814
rice,random_forest,30,2015,0.9711250255487192
rice,random_forest,30,2016,0.7063841098044771
rice,lightgbm,30,2002,0.5998611150663115
rice,lightgbm,30,2003,1.093118234464491
rice,lightgbm,30,2004,0.6785287115476675
rice,lightgbm,30,2006,0.6039294100993822
rice,lightgbm,30,2007,0.6314167353309718
rice,lightgbm,30,2008,0.7989787460672674
rice,lightgbm,30,2010,0.8690352360988238
rice,lightgbm,30,2011,0.7197321675578139
rice,lightgbm,30,2012,0.7822081730502874
rice,lightgbm,30,2013,0.8350918038556991
rice,lightgbm,30,2014,0.8698847299324576
rice,lightgbm,30,2015,0.9794464495735755
rice,lightgbm,30,2016,0.727081138427039
rice,gru,30,2002,0.6005403547514406
rice,gru,30,2003,1.386774099621059
rice,gru,30,2004,0.7648433302232567
rice,gru,30,2006,0.6123641113143709
rice,gru,30,2007,0.6119161639258024
rice,gru,30,2008,0.8372484239093085
rice,gru,30,2010,0.922133639039983
rice,gru,30,2011,0.6935193502783735
rice,gru,30,2012,0.7296845785328646
rice,gru,30,2013,0.8365584272128533
rice,gru,30,2014,0.8439512534897239
rice,gru,30,2015,0.9693128025533291
rice,gru,30,2016,0.8008435839611515
rice,transformer,30,2002,0.6010271727563982
rice,transformer,30,2003,1.3680113469760204
rice,transformer,30,2004,0.7383326295769645
rice,transformer,30,2006,0.6500323752646513
rice,transformer,30,2007,0.5948652936284596
rice,transformer,30,2008,0.8670969732648943
rice,transformer,30,2010,0.8999029438905854
rice,transformer,30,2011,0.7479556585945744
rice,transformer,30,2012,0.7487430302819418
rice,transformer,30,2013,0.8532640009130239
rice,transformer,30,2014,0.8248502896307569
rice,transformer,30,2015,0.9367370141903351
rice,transformer,30,2016,0.7779004721343985
rice,cnn_rnn,30,2002,0.5977879699694213
rice,cnn_rnn,30,2003,1.3715916692766132
rice,cnn_rnn,30,2004,0.7162494527427797
rice,cnn_rnn,30,2006,0.6146788762920871
rice,cnn_rnn,30,2007,0.6293062093047024
rice,cnn_rnn,30,2008,0.8312590763509967
rice,cnn_rnn,30,2010,0.8689578110436321
rice,cnn_rnn,30,2011,0.6933740389243972
rice,cnn_rnn,30,2012,0.715700830287603
rice,cnn_rnn,30,2013,0.8561580809837566
rice,cnn_rnn,30,2014,0.8003834700906937
rice,cnn_rnn,30,2015,0.9029671598907961
rice,cnn_rnn,30,2016,0.7745782240942274
rice,world,30,2002,0.5779164965478975
rice,world,30,2003,1.0368364822296745
rice,world,30,2004,0.6691361735711712
rice,world,30,2006,0.6221228277520953
rice,world,30,2007,0.6409466769581321
rice,world,30,2008,0.8281052838741314
rice,world,30,2010,0.8501503390587238
rice,world,30,2011,0.6663970110461802
rice,world,30,2012,0.6745876045088967
rice,world,30,2013,0.8270800076231
rice,world,30,2014,0.8413488023957237
rice,world,30,2015,0.9078239686854945
rice,world,30,2016,0.6958735991626289
rice,history,50,2002,0.5895838945663392
rice,history,50,2003,1.0805375409719866
rice,history,50,2004,0.7111247468801328
rice,history,50,2006,0.613625383507937
rice,history,50,2007,0.6050517622360017
rice,history,50,2008,0.7874843094512567
rice,history,50,2010,0.8564208570368455
rice,history,50,2011,0.700733830940695
rice,history,50,2012,0.7034453825050574
rice,history,50,2013,0.8332115104459823
rice,history,50,2014,0.9089126111833152
rice,history,50,2015,0.8743671367504605
rice,history,50,2016,0.7199403976598524
rice,ridge,50,2002,0.6289814306683147
rice,ridge,50,2003,1.4849496383087721
rice,ridge,50,2004,1.190528950793682
rice,ridge,50,2006,0.6884926489196109
rice,ridge,50,2007,0.68635386833629
rice,ridge,50,2008,0.9319645664201481
rice,ridge,50,2010,0.8590923912804381
rice,ridge,50,2011,0.8010395103334482
rice,ridge,50,2012,0.812585560691959
rice,ridge,50,2013,0.8669505208459992
rice,ridge,50,2014,0.9376825908584231
rice,ridge,50,2015,0.9677099574980592
rice,ridge,50,2016,0.8570250051345603
rice,random_forest,50,2002,0.5744804924663589
rice,random_forest,50,2003,1.0876088350711213
rice,random_forest,50,2004,0.6930067558292516
rice,random_forest,50,2006,0.5945428781699371
rice,random_forest,50,2007,0.6053018768443128
rice,random_forest,50,2008,0.7903862528401799
rice,random_forest,50,2010,0.8656798724311606
rice,random_forest,50,2011,0.7167381976002068
rice,random_forest,50,2012,0.7995865776455785
rice,random_forest,50,2013,0.7953410065883104
rice,random_forest,50,2014,0.8904699627645504
rice,random_forest,50,2015,0.9728217881469393
rice,random_forest,50,2016,0.7012867036125984
rice,lightgbm,50,2002,0.6130523530729197
rice,lightgbm,50,2003,1.0774486018443772
rice,lightgbm,50,2004,0.6761037110767341
rice,lightgbm,50,2006,0.606541280597381
rice,lightgbm,50,2007,0.6313446802966065
rice,lightgbm,50,2008,0.7971829647601185
rice,lightgbm,50,2010,0.8870782895708452
rice,lightgbm,50,2011,0.7251198397782667
rice,lightgbm,50,2012,0.8063482015885807
rice,lightgbm,50,2013,0.8226755405898734
rice,lightgbm,50,2014,0.9150616349496468
rice,lightgbm,50,2015,0.9788817524603382
rice,lightgbm,50,2016,0.7289789956442413
rice,gru,50,2002,0.639434500652707
rice,gru,50,2003,1.3092391465208588
rice,gru,50,2004,0.7351277931906262
rice,gru,50,2006,0.6381386109167041
rice,gru,50,2007,0.6380154977192894
rice,gru,50,2008,0.8695989126447526
rice,gru,50,2010,0.9395304636705798
rice,gru,50,2011,0.7123572458722197
rice,gru,50,2012,0.7664482530261537
rice,gru,50,2013,0.813342226752758
rice,gru,50,2014,0.8656348782839964
rice,gru,50,2015,0.9344353287258051
rice,gru,50,2016,0.773167332023426
rice,transformer,50,2002,0.6504635704518806
rice,transformer,50,2003,1.3410585413217708
rice,transformer,50,2004,0.7079390141019735
rice,transformer,50,2006,0.6448424324926446
rice,transformer,50,2007,0.6285778673491469
rice,transformer,50,2008,0.9260255125238916
rice,transformer,50,2010,0.8981792480745184
rice,transformer,50,2011,0.7200159597423719
rice,transformer,50,2012,0.7753383734440285
rice,transformer,50,2013,0.8749141540340635
rice,transformer,50,2014,0.8346588801369528
rice,transformer,50,2015,0.9455760988660429
rice,transformer,50,2016,0.8323325735487797
rice,cnn_rnn,50,2002,0.6098081727380531
rice,cnn_rnn,50,2003,1.2729876744502138
rice,cnn_rnn,50,2004,0.7244170483199789
rice,cnn_rnn,50,2006,0.6276229823741781
rice,cnn_rnn,50,2007,0.6253311948672052
rice,cnn_rnn,50,2008,0.8474216520249782
rice,cnn_rnn,50,2010,0.8780329222057457
rice,cnn_rnn,50,2011,0.7001328565507691
rice,cnn_rnn,50,2012,0.7439198219551537
rice,cnn_rnn,50,2013,0.8467875983076869
rice,cnn_rnn,50,2014,0.823010044782898
rice,cnn_rnn,50,2015,0.9202406905642765
rice,cnn_rnn,50,2016,0.8125477787421517
rice,world,50,2002,0.5879109621868299
rice,world,50,2003,1.0395061760225814
rice,world,50,2004,0.6733880148752899
rice,world,50,2006,0.6237767601651664
rice,world,50,2007,0.6448524021816813
rice,world,50,2008,0.8331704721488252
rice,world,50,2010,0.8517870451686445
rice,world,50,2011,0.6683876366937659
rice,world,50,2012,0.6849906225237294
rice,world,50,2013,0.8229755685229151
rice,world,50,2014,0.8431721399703336
rice,world,50,2015,0.9109613557940242
rice,world,50,2016,0.6958716280793105
soybean,history,10,2002,0.2980213550558285
soybean,history,10,2003,0.45424452390814923
soybean,history,10,2004,0.3949931254896693
soybean,history,10,2006,0.22223837670058932
soybean,history,10,2007,0.30173258470857445
soybean,history,10,2008,0.27803757522418315
soybean,history,10,2010,0.2933384675631937
soybean,history,10,2011,0.2239147548991987
soybean,history,10,2012,0.27494028227552275
soybean,history,10,2013,0.2737925110017936
soybean,history,10,2014,0.26699328099833114
soybean,history,10,2015,0.43983111393904745
soybean,history,10,2016,0.3037615620583024
soybean,ridge,10,2002,0.2503770228454154
soybean,ridge,10,2003,0.5372440538809932
soybean,ridge,10,2004,0.4616344003234568
soybean,ridge,10,2006,0.2838893434048562
soybean,ridge,10,2007,0.381868462625589
soybean,ridge,10,2008,0.33466836080698065
soybean,ridge,10,2010,0.2652855195018682
soybean,ridge,10,2011,0.262544567990953
soybean,ridge,10,2012,0.27817963906902693
soybean,ridge,10,2013,0.3326149725865538
soybean,ridge,10,2014,0.2683712050471349
soybean,ridge,10,2015,0.4598114228364003
soybean,ridge,10,2016,0.4196359810176189
soybean,random_forest,10,2002,0.2752083474225775
soybean,random_forest,10,2003,0.39021287537958943
soybean,random_forest,10,2004,0.4334064137921046
soybean,random_forest,10,2006,0.2208154728036435
soybean,random_forest,10,2007,0.3759324607540014
soybean,random_forest,10,2008,0.3048766650266039
soybean,random_forest,10,2010,0.28274949350350187
soybean,random_forest,10,2011,0.27260098154918977
soybean,random_forest,10,2012,0.29446414722623204
