crop,method,year,rmse
maize,transformer,2011,0.834508495057031
maize,transformer,2012,1.1895374153911178
maize,transformer,2013,0.8719544116289308
maize,transformer,2014,0.7775924002860922
maize,transformer,2015,1.5157297762271462
maize,transformer,2016,0.8711227533358435
maize,hgb_mlp_ensemble,2002,0.676417014741141
maize,hgb_mlp_ensemble,2003,1.1518268097723146
maize,hgb_mlp_ensemble,2004,0.8478271361027724
maize,hgb_mlp_ensemble,2006,0.7022156996073043
maize,hgb_mlp_ensemble,2007,0.8028943760038904
maize,hgb_mlp_ensemble,2008,0.724396840955945
maize,hgb_mlp_ensemble,2010,0.7716259879061547
maize,hgb_mlp_ensemble,2011,0.806976302014427
maize,hgb_mlp_ensemble,2012,1.1738089528507056
maize,hgb_mlp_ensemble,2013,0.8035897524183324
maize,hgb_mlp_ensemble,2014,0.7248836704426478
maize,hgb_mlp_ensemble,2015,1.495488293993867
maize,hgb_mlp_ensemble,2016,0.7496939976315379
maize,world_model,2002,0.6313530114599294
maize,world_model,2003,1.0765939941994664
maize,world_model,2004,0.8030034360043635
maize,world_model,2006,0.6364427791912357
maize,world_model,2007,0.7298960074123663
maize,world_model,2008,0.7023265231699043
maize,world_model,2010,0.7203232845792805
maize,world_model,2011,0.785795129138293
maize,world_model,2012,1.0512515410756038
maize,world_model,2013,0.8162831519065936
maize,world_model,2014,0.7540188411079584
maize,world_model,2015,1.5307515869473043
maize,world_model,2016,0.6934091061795126
maize,extended:ModernNCA residual,2002,0.7187845573527932
maize,extended:ModernNCA residual,2003,1.1245094732971725
maize,extended:ModernNCA residual,2004,0.8475728378798741
maize,extended:ModernNCA residual,2006,0.6524324210014888
maize,extended:ModernNCA residual,2007,0.752274046035463
maize,extended:ModernNCA residual,2008,0.7360787657116983
maize,extended:ModernNCA residual,2010,0.7655601727174942
maize,extended:ModernNCA residual,2011,0.8125128729229167
maize,extended:ModernNCA residual,2012,1.1552442302749504
maize,extended:ModernNCA residual,2013,0.8545967173121476
maize,extended:ModernNCA residual,2014,0.8015801063130193
maize,extended:ModernNCA residual,2015,1.466343151897054
maize,extended:ModernNCA residual,2016,0.7763212600424534
maize,"extended:Ridge residual, lambda=0.001",2002,0.7097695735680083
maize,"extended:Ridge residual, lambda=0.001",2003,1.1807964482520459
maize,"extended:Ridge residual, lambda=0.001",2004,0.8359184557959598
maize,"extended:Ridge residual, lambda=0.001",2006,0.6650962959713675
maize,"extended:Ridge residual, lambda=0.001",2007,0.7706474852064291
maize,"extended:Ridge residual, lambda=0.001",2008,0.7231454952664021
maize,"extended:Ridge residual, lambda=0.001",2010,0.7696578677801127
maize,"extended:Ridge residual, lambda=0.001",2011,0.8111533379483766
maize,"extended:Ridge residual, lambda=0.001",2012,1.1611791817210986
maize,"extended:Ridge residual, lambda=0.001",2013,0.8507766222254642
maize,"extended:Ridge residual, lambda=0.001",2014,0.7580789628155179
maize,"extended:Ridge residual, lambda=0.001",2015,1.4597417226117677
maize,"extended:Ridge residual, lambda=0.001",2016,0.82342317517983
maize,"extended:Ridge residual, lambda=10",2002,0.7085480341679694
maize,"extended:Ridge residual, lambda=10",2003,1.1793940155729126
maize,"extended:Ridge residual, lambda=10",2004,0.8395844743458072
maize,"extended:Ridge residual, lambda=10",2006,0.6528035684002866
maize,"extended:Ridge residual, lambda=10",2007,0.7532318323942577
maize,"extended:Ridge residual, lambda=10",2008,0.7361703472437985
maize,"extended:Ridge residual, lambda=10",2010,0.7702538258161027
maize,"extended:Ridge residual, lambda=10",2011,0.818723933319217
maize,"extended:Ridge residual, lambda=10",2012,1.1718866810672912
maize,"extended:Ridge residual, lambda=10",2013,0.8592290144717674
maize,"extended:Ridge residual, lambda=10",2014,0.7925292600747187
maize,"extended:Ridge residual, lambda=10",2015,1.4683683042890447
maize,"extended:Ridge residual, lambda=10",2016,0.7754173128762252
maize,"extended:TabM residual (forward, 1993+)",2002,0.7090288795520077
maize,"extended:TabM residual (forward, 1993+)",2003,1.1794948023166776
maize,"extended:TabM residual (forward, 1993+)",2004,0.839279749966586
maize,"extended:TabM residual (forward, 1993+)",2006,0.6525474073482082
maize,"extended:TabM residual (forward, 1993+)",2007,0.754284333720742
maize,"extended:TabM residual (forward, 1993+)",2008,0.734865118727035
maize,"extended:TabM residual (forward, 1993+)",2010,0.7727673696916288
maize,"extended:TabM residual (forward, 1993+)",2011,0.7899709248440964
maize,"extended:TabM residual (forward, 1993+)",2012,1.0078068569694798
maize,"extended:TabM residual (forward, 1993+)",2013,0.8357909942366404
maize,"extended:TabM residual (forward, 1993+)",2014,0.8573942802546765
maize,"extended:TabM residual (forward, 1993+)",2015,1.5614070069356352
maize,"extended:TabM residual (forward, 1993+)",2016,0.8496367048516157
maize,"extended:TabM residual (in-sample, 1993+)",2002,0.7090288795520077
maize,"extended:TabM residual (in-sample, 1993+)",2003,1.1794948023166776
maize,"extended:TabM residual (in-sample, 1993+)",2004,0.839279749966586
maize,"extended:TabM residual (in-sample, 1993+)",2006,0.6525474073482082
maize,"extended:TabM residual (in-sample, 1993+)",2007,0.754284333720742
maize,"extended:TabM residual (in-sample, 1993+)",2008,0.734865118727035
maize,"extended:TabM residual (in-sample, 1993+)",2010,0.7637315542861131
maize,"extended:TabM residual (in-sample, 1993+)",2011,0.8002708040464509
maize,"extended:TabM residual (in-sample, 1993+)",2012,1.1401555838671777
maize,"extended:TabM residual (in-sample, 1993+)",2013,0.8259937499053593
maize,"extended:TabM residual (in-sample, 1993+)",2014,0.7838456762342908
maize,"extended:TabM residual (in-sample, 1993+)",2015,1.5173057986615859
maize,"extended:TabM residual (in-sample, 1993+)",2016,0.7479460182104007
maize,"extended:Ridge residual, lambda=1",2002,0.7105844348280982
maize,"extended:Ridge residual, lambda=1",2003,1.1810930455425994
maize,"extended:Ridge residual, lambda=1",2004,0.8363484610897071
maize,"extended:Ridge residual, lambda=1",2006,0.6547550193742623
maize,"extended:Ridge residual, lambda=1",2007,0.7571619466213271
maize,"extended:Ridge residual, lambda=1",2008,0.7363065278159514
maize,"extended:Ridge residual, lambda=1",2010,0.7760270144441009
maize,"extended:Ridge residual, lambda=1",2011,0.8244449135563368
maize,"extended:Ridge residual, lambda=1",2012,1.1918843614734997
maize,"extended:Ridge residual, lambda=1",2013,0.8659923918607603
maize,"extended:Ridge residual, lambda=1",2014,0.7817891808226518
maize,"extended:Ridge residual, lambda=1",2015,1.474155549654665
maize,"extended:Ridge residual, lambda=1",2016,0.7741494202630912
maize,extended:TabM residual (PLE),2002,0.7075951958058803
maize,extended:TabM residual (PLE),2003,1.1785399692419685
maize,extended:TabM residual (PLE),2004,0.8419481668306066
maize,extended:TabM residual (PLE),2006,0.6526476304955148
maize,extended:TabM residual (PLE),2007,0.7525097533860498
maize,extended:TabM residual (PLE),2008,0.7359800382252522
maize,extended:TabM residual (PLE),2010,0.7674896346360347
maize,extended:TabM residual (PLE),2011,0.8067015332431278
maize,extended:TabM residual (PLE),2012,1.1438263732178033
maize,extended:TabM residual (PLE),2013,0.8532140732144088
maize,extended:TabM residual (PLE),2014,0.8064818811625645
maize,extended:TabM residual (PLE),2015,1.471612157269535
maize,extended:TabM residual (PLE),2016,0.7710781915558759
maize,extended:Lag-feature MLP,2002,0.707099566284193
maize,extended:Lag-feature MLP,2003,1.1783892624128478
maize,extended:Lag-feature MLP,2004,0.8426007992497792
maize,extended:Lag-feature MLP,2006,0.6888208885106609
maize,extended:Lag-feature MLP,2007,0.7848649980928252
maize,extended:Lag-feature MLP,2008,0.8112771268272113
maize,extended:Lag-feature MLP,2010,0.7675340326068126
maize,extended:Lag-feature MLP,2011,0.8062309234140842
maize,extended:Lag-feature MLP,2012,1.1430854355754498
maize,extended:Lag-feature MLP,2013,0.853078906277688
maize,extended:Lag-feature MLP,2014,0.8069830303614662
maize,extended:Lag-feature MLP,2015,1.472011860519828
maize,extended:Lag-feature MLP,2016,0.7710656154732989
maize,extended:TabM residual (full window),2002,0.7095266075784907
maize,extended:TabM residual (full window),2003,1.179529651145773
maize,extended:TabM residual (full window),2004,0.8395243258379725
maize,extended:TabM residual (full window),2006,0.6525212365139417
maize,extended:TabM residual (full window),2007,0.754434817540883
maize,extended:TabM residual (full window),2008,0.7349058874647059
maize,extended:TabM residual (full window),2010,0.7691459837572167
maize,extended:TabM residual (full window),2011,0.8074875280584617
maize,extended:TabM residual (full window),2012,1.139504359056512
maize,extended:TabM residual (full window),2013,0.8080479336691562
maize,extended:TabM residual (full window),2014,0.7743647115837157
maize,extended:TabM residual (full window),2015,1.524710954219872
maize,extended:TabM residual (full window),2016,0.7234732290179333
maize,"extended:Ridge residual, lambda=0.01",2002,0.7117915936743403
maize,"extended:Ridge residual, lambda=0.01",2003,1.1826835978943828
maize,"extended:Ridge residual, lambda=0.01",2004,0.8346914378953801
maize,"extended:Ridge residual, lambda=0.01",2006,0.6671162554471726
maize,"extended:Ridge residual, lambda=0.01",2007,0.7698146256853007
maize,"extended:Ridge residual, lambda=0.01",2008,0.7301575843754006
maize,"extended:Ridge residual, lambda=0.01",2010,0.7723664374004287
maize,"extended:Ridge residual, lambda=0.01",2011,0.8176759088209273
maize,"extended:Ridge residual, lambda=0.01",2012,1.1784459555079956
maize,"extended:Ridge residual, lambda=0.01",2013,0.8578538234219709
maize,"extended:Ridge residual, lambda=0.01",2014,0.7643871896094732
maize,"extended:Ridge residual, lambda=0.01",2015,1.4664493864991317
maize,"extended:Ridge residual, lambda=0.01",2016,0.798725971078207
maize,"extended:Ridge residual, lambda=0.1",2002,0.7121976551554527
maize,"extended:Ridge residual, lambda=0.1",2003,1.1827028828259956
maize,"extended:Ridge residual, lambda=0.1",2004,0.8348550297453632
maize,"extended:Ridge residual, lambda=0.1",2006,0.6608288274017782
maize,"extended:Ridge residual, lambda=0.1",2007,0.7651692208387212
maize,"extended:Ridge residual, lambda=0.1",2008,0.7359133558461312
maize,"extended:Ridge residual, lambda=0.1",2010,0.7764398485118341
maize,"extended:Ridge residual, lambda=0.1",2011,0.8230387500651309
maize,"extended:Ridge residual, lambda=0.1",2012,1.1954206445566962
maize,"extended:Ridge residual, lambda=0.1",2013,0.867127416092367
maize,"extended:Ridge residual, lambda=0.1",2014,0.7748854713044294
maize,"extended:Ridge residual, lambda=0.1",2015,1.4764646021504004
maize,"extended:Ridge residual, lambda=0.1",2016,0.7777732589168317
maize,"extended:MLP residual (forward, 1993+)",2002,0.7087836441892709
maize,"extended:MLP residual (forward, 1993+)",2003,1.1832265674001496
maize,"extended:MLP residual (forward, 1993+)",2004,0.8392990178154285
maize,"extended:MLP residual (forward, 1993+)",2006,0.652864472241614
maize,"extended:MLP residual (forward, 1993+)",2007,0.751890239687764
maize,"extended:MLP residual (forward, 1993+)",2008,0.7415357289141197
maize,"extended:MLP residual (forward, 1993+)",2010,0.7941209213672944
maize,"extended:MLP residual (forward, 1993+)",2011,0.7995955676775918
maize,"extended:MLP residual (forward, 1993+)",2012,1.0250368194815809
maize,"extended:MLP residual (forward, 1993+)",2013,0.8367642794644109
maize,"extended:MLP residual (forward, 1993+)",2014,0.8480711487629906
maize,"extended:MLP residual (forward, 1993+)",2015,1.6055571870551386
maize,"extended:MLP residual (forward, 1993+)",2016,0.8619833771643565
maize,"extended:MLP residual (in-sample, 1993+)",2002,0.7087836441892709
maize,"extended:MLP residual (in-sample, 1993+)",2003,1.1832265674001496
maize,"extended:MLP residual (in-sample, 1993+)",2004,0.8392990178154285
maize,"extended:MLP residual (in-sample, 1993+)",2006,0.652864472241614
maize,"extended:MLP residual (in-sample, 1993+)",2007,0.751890239687764
maize,"extended:MLP residual (in-sample, 1993+)",2008,0.7415357289141197
maize,"extended:MLP residual (in-sample, 1993+)",2010,0.7673101176364239
maize,"extended:MLP residual (in-sample, 1993+)",2011,0.7990074031317708
maize,"extended:MLP residual (in-sample, 1993+)",2012,1.082919179534502
maize,"extended:MLP residual (in-sample, 1993+)",2013,0.8358786748299531
maize,"extended:MLP residual (in-sample, 1993+)",2014,0.8397783807400044
maize,"extended:MLP residual (in-sample, 1993+)",2015,1.5447769284444421
maize,"extended:MLP residual (in-sample, 1993+)",2016,0.8010178112023544
maize,extended:MLP residual (full window),2002,0.7082885498906775
maize,extended:MLP residual (full window),2003,1.1811770671404105
maize,extended:MLP residual (full window),2004,0.8468852630912036
maize,extended:MLP residual (full window),2006,0.6524851298935443
maize,extended:MLP residual (full window),2007,0.7525679684685063
maize,extended:MLP residual (full window),2008,0.7405062086945928
maize,extended:MLP residual (full window),2010,0.7715189140697981
maize,extended:MLP residual (full window),2011,0.8064463123681704
maize,extended:MLP residual (full window),2012,1.1466047356314313
maize,extended:MLP residual (full window),2013,0.855079945050175
maize,extended:MLP residual (full window),2014,0.80654650610849
maize,extended:MLP residual (full window),2015,1.477134625772046
maize,extended:MLP residual (full window),2016,0.7703037608689426
maize,extended:Linear-NCA residual,2002,0.7295633707207683
maize,extended:Linear-NCA residual,2003,1.154353317409017
maize,extended:Linear-NCA residual,2004,0.8549582758524027
maize,extended:Linear-NCA residual,2006,0.6597275743513288
maize,extended:Linear-NCA residual,2007,0.746933273649399
maize,extended:Linear-NCA residual,2008,0.7316212368996164
maize,extended:Linear-NCA residual,2010,0.7787460740441686
maize,extended:Linear-NCA residual,2011,0.8232251284658547
maize,extended:Linear-NCA residual,2012,1.1857970719041908
maize,extended:Linear-NCA residual,2013,0.8473581947877113
maize,extended:Linear-NCA residual,2014,0.7718190936735845
maize,extended:Linear-NCA residual,2015,1.4835111779982608
maize,extended:Linear-NCA residual,2016,0.7589156860702403
rice,global_mean,2002,3.4872259994698718
rice,global_mean,2003,3.261308215794565
rice,global_mean,2004,3.27341654653812
rice,global_mean,2006,3.4318689317070374
rice,global_mean,2007,3.3355340027601614
rice,global_mean,2008,3.532146054615304
rice,global_mean,2010,3.5781515038125957
rice,global_mean,2011,3.646659515314224
rice,global_mean,2012,3.674026886510867
rice,global_mean,2013,3.4918596263050183
rice,global_mean,2014,3.9393732055331814
rice,global_mean,2015,3.7627440495969147
rice,global_mean,2016,3.76664631829824
rice,grid_climatology,2002,1.0771003314792982
rice,grid_climatology,2003,1.5248536690682712
rice,grid_climatology,2004,1.0118561289236694
rice,grid_climatology,2006,1.126679518855211
